element_id,tag_name,control_selector,text_content,id_attr,class_attr,href_attr,src_attr,all_attributes_json
363,div,div.toolbar-container,Chat Prompt assignment code share save compare_arrows refresh more_vert,,toolbar-container,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""toolbar-container""]}"
364,div,div.toolbar-left,Chat Prompt,,toolbar-left,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""toolbar-left""]}"
365,div,div.page-title.can-edit.ng-star-inserted,Chat Prompt,,page-title can-edit ng-star-inserted,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""page-title"", ""can-edit"", ""ng-star-inserted""]}"
366,h1,h1.v3-font-headline-2.ng-star-inserted,Chat Prompt,,v3-font-headline-2 ng-star-inserted,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""v3-font-headline-2"", ""ng-star-inserted""]}"
367,div,div.toolbar-right,assignment code share save compare_arrows refresh more_vert,,toolbar-right,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""toolbar-right""]}"
368,button,button.mat-mdc-tooltip-trigger.icon.ng-star-inserted,assignment,,mat-mdc-tooltip-trigger icon ng-star-inserted,,,"{""_ngcontent-ng-c3792673984"": """", ""ms-button"": """", ""variant"": ""icon"", ""aria-label"": ""System instructions"", ""data-test-si"": """", ""mattooltipposition"": ""below"", ""iconname"": ""assignment"", ""class"": [""mat-mdc-tooltip-trigger"", ""icon"", ""ng-star-inserted""], ""aria-disabled"": ""false"", ""aria-describedby"": ""cdk-describedby-message-ng-1-19"", ""cdk-describedby-host"": ""ng-1""}"
369,span,span.ms-button-icon-wrapper,assignment,,ms-button-icon-wrapper,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""ms-button-icon-wrapper""]}"
370,span,span.material-symbols-outlined.notranslate,assignment,,material-symbols-outlined notranslate,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""material-symbols-outlined"", ""notranslate""], ""aria-hidden"": ""true""}"
371,button,button.mat-mdc-tooltip-trigger.icon.ng-star-inserted,code,,mat-mdc-tooltip-trigger icon ng-star-inserted,,,"{""_ngcontent-ng-c3792673984"": """", ""ms-button"": """", ""variant"": ""icon"", ""aria-label"": ""Get code"", ""data-test-get-code"": """", ""iconname"": ""code"", ""class"": [""mat-mdc-tooltip-trigger"", ""icon"", ""ng-star-inserted""], ""jslog"": ""236955;track:generic_click,impression;mutable:true"", ""aria-disabled"": ""false"", ""aria-describedby"": ""cdk-describedby-message-ng-1-20"", ""cdk-describedby-host"": ""ng-1""}"
372,span,span.ms-button-icon-wrapper,code,,ms-button-icon-wrapper,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""ms-button-icon-wrapper""]}"
373,span,span.material-symbols-outlined.notranslate,code,,material-symbols-outlined notranslate,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""material-symbols-outlined"", ""notranslate""], ""aria-hidden"": ""true""}"
374,ms-share-prompt,ms-share-prompt.ng-star-inserted,share,,ng-star-inserted,,,"{""_ngcontent-ng-c3792673984"": """", ""_nghost-ng-c2190102569"": """", ""class"": [""ng-star-inserted""]}"
375,button,button.mat-mdc-tooltip-trigger.icon.ng-star-inserted,share,,mat-mdc-tooltip-trigger icon ng-star-inserted,,,"{""_ngcontent-ng-c2190102569"": """", ""ms-button"": """", ""variant"": ""icon"", ""aria-label"": ""Share prompt"", ""mattooltipposition"": ""below"", ""iconname"": ""share"", ""class"": [""mat-mdc-tooltip-trigger"", ""icon"", ""ng-star-inserted""], ""aria-disabled"": ""true"", ""aria-describedby"": ""cdk-describedby-message-ng-1-21"", ""cdk-describedby-host"": ""ng-1""}"
376,span,span.ms-button-icon-wrapper,share,,ms-button-icon-wrapper,,,"{""_ngcontent-ng-c2190102569"": """", ""class"": [""ms-button-icon-wrapper""]}"
377,span,span.material-symbols-outlined.notranslate,share,,material-symbols-outlined notranslate,,,"{""_ngcontent-ng-c2190102569"": """", ""class"": [""material-symbols-outlined"", ""notranslate""], ""aria-hidden"": ""true""}"
378,button,button.mat-mdc-tooltip-trigger.icon.ng-star-inserted,save,,mat-mdc-tooltip-trigger icon ng-star-inserted,,,"{""_ngcontent-ng-c3792673984"": """", ""ms-button"": """", ""variant"": ""icon"", ""mattooltipposition"": ""below"", ""aria-label"": ""Save prompt"", ""data-test-manual-save"": ""outside"", ""class"": [""mat-mdc-tooltip-trigger"", ""icon"", ""ng-star-inserted""], ""aria-disabled"": ""true"", ""aria-describedby"": ""cdk-describedby-message-ng-1-22"", ""cdk-describedby-host"": ""ng-1""}"
379,ms-drive-save-indicator,ms-drive-save-indicator.drive-save-indicator,save,,drive-save-indicator,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""drive-save-indicator""], ""_nghost-ng-c745184729"": """"}"
380,span,span.material-symbols-outlined.notranslate.ms-button-icon-wrapper,save,,material-symbols-outlined notranslate ms-button-icon-wrapper,,,"{""_ngcontent-ng-c745184729"": """", ""aria-hidden"": ""true"", ""class"": [""material-symbols-outlined"", ""notranslate"", ""ms-button-icon-wrapper""]}"
381,button,button.mat-mdc-tooltip-trigger.compare-button.icon.ng-star-inserted,compare_arrows,,mat-mdc-tooltip-trigger compare-button icon ng-star-inserted,,,"{""_ngcontent-ng-c3792673984"": """", ""ms-button"": """", ""variant"": ""icon"", ""mattooltip"": ""Compare mode"", ""data-test-compare"": """", ""iconname"": ""compare_arrows"", ""class"": [""mat-mdc-tooltip-trigger"", ""compare-button"", ""icon"", ""ng-star-inserted""], ""jslog"": ""233240;track:generic_click,impression"", ""aria-disabled"": ""false"", ""aria-describedby"": ""cdk-describedby-message-ng-1-23"", ""cdk-describedby-host"": ""ng-1""}"
382,span,span.ms-button-icon-wrapper,compare_arrows,,ms-button-icon-wrapper,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""ms-button-icon-wrapper""]}"
383,span,span.material-symbols-outlined.notranslate,compare_arrows,,material-symbols-outlined notranslate,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""material-symbols-outlined"", ""notranslate""], ""aria-hidden"": ""true""}"
384,button,button.mat-mdc-tooltip-trigger.icon.ng-star-inserted,refresh,,mat-mdc-tooltip-trigger icon ng-star-inserted,,,"{""_ngcontent-ng-c3792673984"": """", ""ms-button"": """", ""variant"": ""icon"", ""aria-label"": ""Clear chat"", ""mattooltip"": ""Clear chat"", ""data-test-clear"": ""outside"", ""iconname"": ""refresh"", ""class"": [""mat-mdc-tooltip-trigger"", ""icon"", ""ng-star-inserted""], ""aria-disabled"": ""true""}"
385,span,span.ms-button-icon-wrapper,refresh,,ms-button-icon-wrapper,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""ms-button-icon-wrapper""]}"
386,span,span.material-symbols-outlined.notranslate,refresh,,material-symbols-outlined notranslate,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""material-symbols-outlined"", ""notranslate""], ""aria-hidden"": ""true""}"
387,button,button.mat-mdc-menu-trigger.mat-mdc-tooltip-trigger.icon.ng-star-inserted,more_vert,,mat-mdc-menu-trigger mat-mdc-tooltip-trigger icon ng-star-inserted,,,"{""_ngcontent-ng-c3792673984"": """", ""ms-button"": """", ""variant"": ""icon"", ""aria-label"": ""View more actions"", ""mattooltip"": ""View more actions"", ""iconname"": ""more_vert"", ""class"": [""mat-mdc-menu-trigger"", ""mat-mdc-tooltip-trigger"", ""icon"", ""ng-star-inserted""], ""aria-disabled"": ""false"", ""aria-haspopup"": ""menu"", ""aria-expanded"": ""false""}"
388,span,span.ms-button-icon-wrapper,more_vert,,ms-button-icon-wrapper,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""ms-button-icon-wrapper""]}"
389,span,span.material-symbols-outlined.notranslate,more_vert,,material-symbols-outlined notranslate,,,"{""_ngcontent-ng-c3792673984"": """", ""class"": [""material-symbols-outlined"", ""notranslate""], ""aria-hidden"": ""true""}"
390,mat-menu,mat-menu,,,,,,"{""_ngcontent-ng-c3792673984"": """"}"
391,mat-menu,mat-menu,,,,,,"{""_ngcontent-ng-c3792673984"": """"}"
392,div,div.chat-container,"Generate a high school revision guide on quantum computing keyboard_tab add_circle Run Ctrl keyboard_return What's new URL context tool Fetch information from web links Native speech generation Generate high quality text to speech with Gemini Live audio-to-audio dialog Try Gemini's natural, real-time dialog with audio and video inputs Native image generation Interleaved text-and-image generation with Gemini 2.0 Flash",,chat-container,,,"{""_ngcontent-ng-c3657956713"": """", ""class"": [""chat-container""]}"
393,div,div.chat-view-container.zero-state.ng-star-inserted,"Generate a high school revision guide on quantum computing keyboard_tab add_circle Run Ctrl keyboard_return What's new URL context tool Fetch information from web links Native speech generation Generate high quality text to speech with Gemini Live audio-to-audio dialog Try Gemini's natural, real-time dialog with audio and video inputs Native image generation Interleaved text-and-image generation with Gemini 2.0 Flash",,chat-view-container zero-state ng-star-inserted,,,"{""_ngcontent-ng-c3657956713"": """", ""class"": [""chat-view-container"", ""zero-state"", ""ng-star-inserted""]}"
394,ms-zero-state,ms-zero-state.ng-tns-c3510111844-5.ng-trigger.ng-trigger-fadeInOut.container-with-promo.ng-star-inserted,"Generate a high school revision guide on quantum computing keyboard_tab add_circle Run Ctrl keyboard_return What's new URL context tool Fetch information from web links Native speech generation Generate high quality text to speech with Gemini Live audio-to-audio dialog Try Gemini's natural, real-time dialog with audio and video inputs Native image generation Interleaved text-and-image generation with Gemini 2.0 Flash",,ng-tns-c3510111844-5 ng-trigger ng-trigger-fadeInOut container-with-promo ng-star-inserted,,,"{""_ngcontent-ng-c3657956713"": """", ""_nghost-ng-c3510111844"": """", ""class"": [""ng-tns-c3510111844-5"", ""ng-trigger"", ""ng-trigger-fadeInOut"", ""container-with-promo"", ""ng-star-inserted""]}"
395,div,div.title-container.ng-tns-c3510111844-5.ng-star-inserted,,,title-container ng-tns-c3510111844-5 ng-star-inserted,,,"{""_ngcontent-ng-c3510111844"": """", ""class"": [""title-container"", ""ng-tns-c3510111844-5"", ""ng-star-inserted""], ""style"": """"}"
396,ms-logo-icon,ms-logo-icon.ng-tns-c3510111844-5,,,ng-tns-c3510111844-5,,,"{""_ngcontent-ng-c3510111844"": """", ""type"": ""lockup"", ""class"": [""ng-tns-c3510111844-5""], ""_nghost-ng-c3938466503"": """"}"
397,svg,svg.lockup-logo.ng-star-inserted,,,lockup-logo ng-star-inserted,,,"{""_ngcontent-ng-c3938466503"": """", ""aria-label"": ""Google AI Studio logo"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 0 323 47"", ""fill"": ""none"", ""class"": [""lockup-logo"", ""ng-star-inserted""]}"
398,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M159.726 35.6814H155.143L167.281 3.49382H171.957L184.095 35.6814H179.512L176.409 26.959H162.878L159.731 35.6814H159.726ZM169.524 8.57582L164.266 23.0986H174.967L169.709 8.57582H169.529H169.524Z""}"
399,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M190.941 35.6814H186.807V3.49382H190.941V35.6814Z""}"
400,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M227.175 27.0763C227.175 29.9007 226.139 32.168 224.072 33.8783C221.976 35.5593 219.425 36.3998 216.43 36.3998C213.762 36.3998 211.411 35.6228 209.373 34.064C207.336 32.5052 205.928 30.3796 205.147 27.6822L209.105 26.0647C209.373 27.0225 209.75 27.8923 210.229 28.6742C210.707 29.4511 211.269 30.1206 211.914 30.6728C212.559 31.2298 213.268 31.6598 214.05 31.9775C214.827 32.2902 215.653 32.4515 216.522 32.4515C218.409 32.4515 219.953 31.9628 221.155 30.9904C222.352 30.018 222.953 28.7181 222.953 27.1007C222.953 25.752 222.46 24.5988 221.468 23.641C220.539 22.7126 218.8 21.8135 216.254 20.9437C213.674 20.0152 212.071 19.3849 211.445 19.0575C208.03 17.3179 206.319 14.7573 206.319 11.3709C206.319 9.00585 207.262 6.98283 209.154 5.30186C211.069 3.62578 213.424 2.78529 216.21 2.78529C218.668 2.78529 220.793 3.41566 222.592 4.6715C224.39 5.9029 225.587 7.44216 226.188 9.30393L222.323 10.9214C221.961 9.72417 221.253 8.72732 220.187 7.93082C219.122 7.1392 217.827 6.7385 216.298 6.7385C214.68 6.7385 213.317 7.18806 212.208 8.0823C211.098 8.9179 210.546 10.0076 210.546 11.3514C210.546 12.4557 210.981 13.4086 211.851 14.2149C212.809 15.0212 214.89 15.9741 218.101 17.0784C221.365 18.1925 223.696 19.551 225.093 21.1587C226.486 22.7663 227.185 24.7405 227.185 27.0811L227.175 27.0763Z""}"
401,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M238.062 36.043C236.264 36.043 234.774 35.4909 233.591 34.3816C232.409 33.2724 231.798 31.7282 231.768 29.7492V17.4302H227.903V13.6529H231.768V6.90952H235.902V13.6529H241.297V17.4302H235.902V28.4005C235.902 29.8713 236.186 30.8682 236.758 31.3911C237.324 31.9139 237.969 32.1778 238.693 32.1778C239.02 32.1778 239.343 32.1387 239.66 32.0654C239.973 31.9921 240.266 31.8944 240.535 31.7722L241.84 35.4567C240.76 35.8476 239.504 36.043 238.062 36.043Z""}"
402,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M263.213 35.6814H259.255V32.6225H259.074C258.444 33.7024 257.476 34.6015 256.177 35.3198C254.872 36.0382 253.518 36.3998 252.106 36.3998C249.409 36.3998 247.332 35.6277 245.881 34.0835C244.424 32.5394 243.701 30.3454 243.701 27.4965V13.6481H247.835V27.2229C247.923 30.8193 249.736 32.6176 253.274 32.6176C254.921 32.6176 256.299 31.953 257.408 30.619C258.517 29.285 259.069 27.692 259.069 25.8302V13.6481H263.203V35.6766L263.213 35.6814Z""}"
403,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M276.651 36.3997C273.773 36.3997 271.3 35.2612 269.233 32.9841C267.196 30.6776 266.174 27.9021 266.174 24.6672C266.174 21.4323 267.191 18.6567 269.233 16.3503C271.3 14.0732 273.773 12.9346 276.651 12.9346C278.269 12.9346 279.744 13.2816 281.078 13.9706C282.412 14.6596 283.439 15.5733 284.157 16.7119H284.338L284.157 13.6529V3.49382H288.291V35.6814H284.333V32.6225H284.152C283.434 33.761 282.408 34.6748 281.074 35.3638C279.74 36.0528 278.264 36.3997 276.646 36.3997H276.651ZM277.326 32.6273C279.363 32.6273 281.025 31.8944 282.315 30.4235C283.663 28.9576 284.338 27.0371 284.338 24.6672C284.338 22.2972 283.663 20.455 282.315 18.9597C280.995 17.4595 279.334 16.7119 277.326 16.7119C275.317 16.7119 273.685 17.4595 272.336 18.9597C270.988 20.4599 270.313 22.3607 270.313 24.6672C270.313 26.9736 270.988 28.9087 272.336 30.3747C273.685 31.8748 275.347 32.6225 277.326 32.6225V32.6273Z""}"
404,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M297.658 6.05437C297.658 6.86553 297.375 7.55453 296.803 8.12137C296.232 8.6931 295.543 8.97651 294.736 8.97651C293.93 8.97651 293.236 8.6931 292.669 8.12137C292.098 7.55453 291.814 6.86064 291.814 6.05437C291.814 5.24809 292.098 4.5542 292.669 3.98736C293.241 3.42052 293.93 3.13222 294.736 3.13222C295.543 3.13222 296.236 3.41564 296.803 3.98736C297.375 4.55909 297.658 5.24809 297.658 6.05437ZM296.803 13.6529V35.6814H292.669V13.6529H296.803Z""}"
405,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M299.833 24.6672C299.833 21.2808 300.898 18.4809 303.024 16.2624C305.184 14.0439 307.896 12.9346 311.16 12.9346C314.424 12.9346 317.126 14.0439 319.252 16.2624C321.412 18.4809 322.487 21.2808 322.487 24.6672C322.487 28.0536 321.407 30.8878 319.252 33.0721C317.122 35.2905 314.424 36.3998 311.16 36.3998C307.896 36.3998 305.179 35.2905 303.024 33.0721C300.893 30.8536 299.833 28.0536 299.833 24.6672ZM303.967 24.6672C303.967 27.0372 304.656 28.9527 306.034 30.4236C307.412 31.8944 309.122 32.6274 311.16 32.6274C313.198 32.6274 314.908 31.8944 316.286 30.4236C317.664 28.9576 318.353 27.0372 318.353 24.6672C318.353 22.2972 317.664 20.4257 316.286 18.9597C314.879 17.4596 313.168 16.7119 311.16 16.7119C309.152 16.7119 307.441 17.4596 306.034 18.9597C304.656 20.4306 303.967 22.3315 303.967 24.6672Z""}"
406,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M18.4516 36.3949C8.42439 36.3949 0 28.2246 0 18.1975C0 8.17029 8.42439 0 18.4516 0C23.9978 0 27.9412 2.17451 30.9122 5.01359L27.4086 8.51723C25.2781 6.51864 22.395 4.96472 18.4516 4.96472C11.1364 4.96472 5.41428 10.8677 5.41428 18.1926C5.41428 25.5175 11.1364 31.4155 18.4516 31.4155C23.1964 31.4155 25.9035 29.5098 27.6334 27.7751C29.0505 26.3531 29.9838 24.3154 30.3405 21.5154H18.3245V16.5458H35.1733C35.3492 17.4352 35.4372 18.5004 35.4372 19.6536C35.4372 23.3821 34.4159 27.9998 31.137 31.2836C27.9461 34.6113 23.8658 36.3851 18.4516 36.3851V36.3949Z""}"
407,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M60.6712 24.677C60.6712 31.4254 55.3986 36.395 48.9337 36.395C42.4689 36.395 37.1963 31.4254 37.1963 24.677C37.1963 17.9287 42.4689 12.9591 48.9337 12.9591C55.3986 12.9591 60.6712 17.8848 60.6712 24.677ZM55.5306 24.677C55.5306 20.46 52.4716 17.5769 48.9289 17.5769C45.3861 17.5769 42.3272 20.46 42.3272 24.677C42.3272 28.8941 45.3861 31.7772 48.9289 31.7772C52.4716 31.7772 55.5306 28.8502 55.5306 24.677Z""}"
408,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M86.2229 24.677C86.2229 31.4254 80.9503 36.395 74.4854 36.395C68.0206 36.395 62.748 31.4254 62.748 24.677C62.748 17.9287 68.0206 12.9591 74.4854 12.9591C80.9503 12.9591 86.2229 17.8848 86.2229 24.677ZM81.0823 24.677C81.0823 20.46 78.0233 17.5769 74.4806 17.5769C70.9378 17.5769 67.8788 20.46 67.8788 24.677C67.8788 28.8941 70.9378 31.7772 74.4806 31.7772C78.0233 31.7772 81.0823 28.8502 81.0823 24.677Z""}"
409,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M110.665 13.6677V34.7042C110.665 43.3583 105.564 46.9108 99.5338 46.9108C93.8557 46.9108 90.44 43.0944 89.1548 39.9866L93.6358 38.1248C94.4323 40.0354 96.3869 42.2979 99.5338 42.2979C103.394 42.2979 105.789 39.9035 105.789 35.4177V33.7318H105.613C104.459 35.1538 102.241 36.395 99.4459 36.395C93.5918 36.395 88.2264 31.2934 88.2264 24.721C88.2264 18.1486 93.5918 12.9591 99.4459 12.9591C102.241 12.9591 104.459 14.2003 105.613 15.5783H105.789V13.6677H110.665ZM106.14 24.721C106.14 20.5919 103.389 17.5769 99.8857 17.5769C96.382 17.5769 93.367 20.5968 93.367 24.721C93.367 28.8453 96.338 31.7772 99.8857 31.7772C103.433 31.7772 106.14 28.8013 106.14 24.721Z""}"
410,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M119.51 1.24123V35.6815H114.365V1.24123H119.51Z""}"
411,path,path,,,,,,"{""_ngcontent-ng-c3938466503"": """", ""d"": ""M139.452 28.5374L143.444 31.2006C142.159 33.1112 139.051 36.395 133.686 36.395C127.035 36.395 122.066 31.2446 122.066 24.677C122.066 17.7088 127.079 12.9591 133.109 12.9591C139.139 12.9591 142.154 17.7968 143.132 20.416L143.664 21.7451L128.008 28.2247C129.205 30.5751 131.067 31.7772 133.686 31.7772C136.305 31.7772 138.123 30.492 139.452 28.5374ZM127.167 24.3203L137.634 19.9713C137.058 18.5054 135.328 17.4841 133.29 17.4841C130.676 17.4841 127.035 19.7905 127.172 24.3203H127.167Z""}"
412,div,div.input-placeholder.ng-tns-c3510111844-5.ng-star-inserted,Generate a high school revision guide on quantum computing keyboard_tab add_circle Run Ctrl keyboard_return,,input-placeholder ng-tns-c3510111844-5 ng-star-inserted,,,"{""_ngcontent-ng-c3510111844"": """", ""class"": [""input-placeholder"", ""ng-tns-c3510111844-5"", ""ng-star-inserted""], ""style"": """"}"
413,div,div.zero-state-wrapper.ng-tns-c3510111844-5.ng-star-inserted,Generate a high school revision guide on quantum computing keyboard_tab add_circle Run Ctrl keyboard_return,,zero-state-wrapper ng-tns-c3510111844-5 ng-star-inserted,,,"{""_ngcontent-ng-c3657956713"": """", ""input-placeholder-old"": """", ""class"": [""zero-state-wrapper"", ""ng-tns-c3510111844-5"", ""ng-star-inserted""]}"
414,footer,footer.ng-star-inserted,Generate a high school revision guide on quantum computing keyboard_tab add_circle Run Ctrl keyboard_return,,ng-star-inserted,,,"{""_ngcontent-ng-c3657956713"": """", ""class"": [""ng-star-inserted""]}"
415,ms-prompt-input-wrapper,ms-prompt-input-wrapper,Generate a high school revision guide on quantum computing keyboard_tab add_circle Run Ctrl keyboard_return,,,,,"{""_ngcontent-ng-c3657956713"": """", ""msfiledragdrop"": """", ""_nghost-ng-c2020854280"": """"}"
416,div,div.mat-mdc-tooltip-trigger.prompt-input-wrapper,Generate a high school revision guide on quantum computing keyboard_tab add_circle Run Ctrl keyboard_return,,mat-mdc-tooltip-trigger prompt-input-wrapper,,,"{""_ngcontent-ng-c2020854280"": """", ""class"": [""mat-mdc-tooltip-trigger"", ""prompt-input-wrapper""]}"
417,div,div,Generate a high school revision guide on quantum computing keyboard_tab add_circle Run Ctrl keyboard_return,,,,,"{""_ngcontent-ng-c2020854280"": """"}"
418,div,div.prompt-input-wrapper-container,Generate a high school revision guide on quantum computing keyboard_tab add_circle Run Ctrl keyboard_return,,prompt-input-wrapper-container,,,"{""_ngcontent-ng-c3657956713"": """", ""class"": [""prompt-input-wrapper-container""]}"
419,div,div.text-wrapper,Generate a high school revision guide on quantum computing keyboard_tab,,text-wrapper,,,"{""_ngcontent-ng-c3657956713"": """", ""class"": [""text-wrapper""]}"
420,ms-chunk-input,ms-chunk-input,Generate a high school revision guide on quantum computing keyboard_tab,,,,,"{""_ngcontent-ng-c3657956713"": """", ""_nghost-ng-c839937980"": """"}"
421,section,section.text-and-attachments-wrapper,Generate a high school revision guide on quantum computing keyboard_tab,,text-and-attachments-wrapper,,,"{""_ngcontent-ng-c839937980"": """", ""class"": [""text-and-attachments-wrapper""]}"
422,div,div.text-input-wrapper,Generate a high school revision guide on quantum computing keyboard_tab,,text-input-wrapper,,,"{""_ngcontent-ng-c839937980"": """", ""class"": [""text-input-wrapper""]}"
423,ms-text-chunk,ms-text-chunk,,,,,,"{""_ngcontent-ng-c839937980"": """", ""_nghost-ng-c3054488582"": """"}"
424,ms-autosize-textarea,ms-autosize-textarea.ng-star-inserted,,,ng-star-inserted,,,"{""_ngcontent-ng-c3054488582"": """", ""msfilecopypaste"": """", ""_nghost-ng-c112117486"": """", ""data-value"": """", ""class"": [""ng-star-inserted""], ""style"": ""min-height: 1lh; max-height: 10lh;""}"
425,textarea,textarea.textarea.v3-font-body.ng-untouched.ng-pristine.ng-valid,,,textarea v3-font-body ng-untouched ng-pristine ng-valid,,,"{""_ngcontent-ng-c112117486"": """", ""rows"": ""1"", ""class"": [""textarea"", ""v3-font-body"", ""ng-untouched"", ""ng-pristine"", ""ng-valid""], ""placeholder"": """", ""spellcheck"": ""true"", ""aria-label"": ""Type something or tab to choose an example prompt""}"
426,div,div.placeholder-overlay.ng-star-inserted,Generate a high school revision guide on quantum computing keyboard_tab,,placeholder-overlay ng-star-inserted,,,"{""_ngcontent-ng-c839937980"": """", ""class"": [""placeholder-overlay"", ""ng-star-inserted""]}"
427,ms-input-rolling-placeholder,ms-input-rolling-placeholder.ng-tns-c3872281318-7.ng-star-inserted,Generate a high school revision guide on quantum computing keyboard_tab,,ng-tns-c3872281318-7 ng-star-inserted,,,"{""_ngcontent-ng-c839937980"": """", ""_nghost-ng-c3872281318"": """", ""class"": [""ng-tns-c3872281318-7"", ""ng-star-inserted""]}"
428,p,p.input-rolling-placeholder.v3-font-body.ng-tns-c3872281318-7.ng-trigger.ng-trigger-flyInOutTrigger.ng-star-inserted,Generate a high school revision guide on quantum computing keyboard_tab,,input-rolling-placeholder v3-font-body ng-tns-c3872281318-7 ng-trigger ng-trigger-flyInOutTrigger ng-star-inserted,,,"{""_ngcontent-ng-c3872281318"": """", ""class"": [""input-rolling-placeholder"", ""v3-font-body"", ""ng-tns-c3872281318-7"", ""ng-trigger"", ""ng-trigger-flyInOutTrigger"", ""ng-star-inserted""], ""style"": """"}"
429,span,span.placeholder-text.ng-tns-c3872281318-7,Generate a high school revision guide on quantum computing,,placeholder-text ng-tns-c3872281318-7,,,"{""_ngcontent-ng-c3872281318"": """", ""class"": [""placeholder-text"", ""ng-tns-c3872281318-7""]}"
430,span,span.material-symbols-outlined.notranslate.small-icon.placeholder-icon.ng-tns-c3872281318-7,keyboard_tab,,material-symbols-outlined notranslate small-icon placeholder-icon ng-tns-c3872281318-7,,,"{""_ngcontent-ng-c3872281318"": """", ""class"": [""material-symbols-outlined"", ""notranslate"", ""small-icon"", ""placeholder-icon"", ""ng-tns-c3872281318-7""]}"
431,section,section.attachment-wrapper.empty.ng-star-inserted,,,attachment-wrapper empty ng-star-inserted,,,"{""_ngcontent-ng-c839937980"": """", ""class"": [""attachment-wrapper"", ""empty"", ""ng-star-inserted""]}"
432,div,div.button-wrapper,add_circle,,button-wrapper,,,"{""_ngcontent-ng-c3657956713"": """", ""class"": [""button-wrapper""]}"
433,ms-add-chunk-menu,ms-add-chunk-menu,add_circle,,,,,"{""_ngcontent-ng-c3657956713"": """", ""_nghost-ng-c3823557069"": """"}"
434,button,button.mat-mdc-menu-trigger.mat-mdc-tooltip-trigger.icon,add_circle,,mat-mdc-menu-trigger mat-mdc-tooltip-trigger icon,,,"{""_ngcontent-ng-c3823557069"": """", ""ms-button"": """", ""variant"": ""icon"", ""aria-label"": ""Insert assets such as images, videos, files, or audio"", ""mattooltipposition"": ""above"", ""iconname"": ""add_circle"", ""class"": [""mat-mdc-menu-trigger"", ""mat-mdc-tooltip-trigger"", ""icon""], ""jslog"": ""225926;track:generic_click,impression;mutable:true"", ""aria-disabled"": ""false"", ""aria-haspopup"": ""menu"", ""aria-expanded"": ""false"", ""aria-describedby"": ""cdk-describedby-message-ng-1-8"", ""cdk-describedby-host"": ""ng-1""}"
435,span,span.ms-button-icon-wrapper,add_circle,,ms-button-icon-wrapper,,,"{""_ngcontent-ng-c3823557069"": """", ""class"": [""ms-button-icon-wrapper""]}"
436,span,span.material-symbols-outlined.notranslate,add_circle,,material-symbols-outlined notranslate,,,"{""_ngcontent-ng-c3823557069"": """", ""class"": [""material-symbols-outlined"", ""notranslate""], ""aria-hidden"": ""true""}"
437,mat-menu,mat-menu,,,,,,"{""_ngcontent-ng-c3823557069"": """", ""class"": []}"
438,div,div.button-wrapper,Run Ctrl keyboard_return,,button-wrapper,,,"{""_ngcontent-ng-c3657956713"": """", ""class"": [""button-wrapper""]}"
439,run-button,run-button.ng-tns-c2236899353-6.ng-star-inserted,Run Ctrl keyboard_return,,ng-tns-c2236899353-6 ng-star-inserted,,,"{""_ngcontent-ng-c3657956713"": """", ""_nghost-ng-c2236899353"": """", ""class"": [""ng-tns-c2236899353-6"", ""ng-star-inserted""]}"
